Record ID,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken
337,0x94c4,MYSRES02DEL02,20,4.6,1,1,2,1,4,1,1,1,38
338,0x7ee7,PUNERES08DEL02,27,4.6,4,1,2,3,3,1,1,1,18
339,0x1c62,COIMBRES05DEL01,35,4.2,4,1,2,0,3,1,1,3,31
340,0x3cb7,HYDRES17DEL03,25,4.2,4,1,0,2,3,0,1,1,51
341,0x2cbe,COIMBRES14DEL01,37,3.7,4,1,2,2,4,0,1,1,33
342,0x7dd7,JAPRES08DEL02,20,4.5,6,1,2,0,2,1,1,3,21
343,0x72e8,MYSRES03DEL02,27,4.6,1,2,2,2,2,1,1,3,21
344,0x291b,VADRES04DEL02,25,4.9,2,2,2,2,4,1,1,1,16
345,0xa014,JAPRES06DEL02,24,5,6,1,2,2,4,1,1,1,26
346,0x7ff,RANCHIRES15DEL02,24,4.9,4,0,2,1,4,0,1,1,10
347,0x9f11,CHENRES20DEL03,27,5,3,2,2,1,4,0,1,3,13
348,0x47dc,CHENRES17DEL03,23,4.7,3,2,0,3,3,0,1,1,19
349,0x446c,MYSRES19DEL02,30,4.5,0,2,2,1,4,0,1,1,32
350,0x237f,COIMBRES09DEL02,28,4.9,2,2,1,1,4,1,1,3,15
352,0x9bef,INDORES16DEL02,34,4.6,3,2,2,1,3,0,1,1,21
353,0x555a,HYDRES17DEL02,22,4.8,6,2,1,2,4,0,1,3,15
354,0x8cb6,CHENRES010DEL01,27,4.9,0,0,1,3,4,0,1,1,32
355,0xc1fe,KNPRES19DEL01,28,4.9,6,2,2,1,3,1,1,3,15
356,0x56b2,PUNERES20DEL03,34,4.8,4,1,2,0,4,1,1,1,17
357,0x99cc,CHENRES09DEL02,26,4.8,6,0,1,2,3,0,1,1,27
358,0x2fea,INDORES16DEL02,24,4.7,2,1,1,0,3,1,1,3,22
359,0x363b,HYDRES06DEL03,32,4.6,1,1,0,0,3,0,1,1,40
360,0x8b52,HYDRES18DEL02,31,4.7,0,3,2,2,3,1,1,1,30
361,0x8423,JAPRES11DEL02,37,4.9,0,2,0,0,3,2,1,3,37
362,0xc1be,AGRRES12DEL03,29,4.6,1,1,1,1,4,1,1,1,27
363,0xa918,HYDRES15DEL03,25,4.8,0,2,1,0,4,0,3,4,10
364,0x9500,JAPRES03DEL02,21,4.8,6,2,0,2,3,1,1,1,17
366,0xb984,HYDRES18DEL02,29,4.9,3,1,1,0,3,1,1,1,20
368,0x1b0c,MUMRES01DEL03,20,4.6,2,1,2,2,3,1,1,3,22
369,0xb911,RANCHIRES03DEL02,28,4.8,6,2,2,3,3,1,1,4,10
370,0xd823,DEHRES06DEL03,22,3.3,4,2,2,3,4,1,1,1,37
371,0xc718,AURGRES05DEL03,37,4.1,2,2,0,0,3,1,1,1,26
372,0x2fcb,RANCHIRES19DEL01,35,4.9,3,3,1,3,3,1,1,1,28
374,0x435d,JAPRES03DEL02,26,4.6,6,2,1,1,4,1,1,1,16
375,0x3d91,JAPRES01DEL01,26,4.8,4,0,2,3,2,0,1,1,14
376,0xb77d,SURRES16DEL01,21,4.5,6,2,2,3,3,1,1,4,14
377,0xce54,DEHRES20DEL02,37,3.7,6,1,2,3,4,1,1,1,39
378,0xb3a1,COIMBRES03DEL01,29,5,6,0,0,2,3,0,1,1,24
379,0xbb9d,VADRES07DEL01,38,4.2,1,1,2,3,2,0,1,1,35
380,0x5868,PUNERES04DEL01,23,4.7,4,1,1,0,4,0,1,1,14
381,0x67f2,JAPRES16DEL03,23,4.1,6,1,0,3,3,1,1,1,34
382,0x6732,CHENRES18DEL02,35,4.9,2,2,1,0,4,1,1,1,29
383,0x36c3,COIMBRES15DEL02,26,4.7,0,3,0,0,3,1,1,1,26
384,0xa97d,INDORES20DEL02,23,4.8,6,3,0,0,3,0,1,3,25
385,0xb18a,INDORES08DEL01,26,4.2,4,0,0,0,3,1,2,1,53
386,0xa687,RANCHIRES15DEL01,33,4.4,6,3,0,3,3,2,2,1,44
387,0x51fe,COIMBRES07DEL03,25,4.8,3,3,2,1,4,1,1,3,23
388,0x5dfa,VADRES16DEL03,38,4.7,2,3,2,0,2,1,1,1,27
389,0x3343,BANGRES17DEL01,28,4.8,2,3,0,0,3,1,1,3,19
390,0x1498,COIMBRES18DEL03,34,4.9,4,2,0,1,3,0,1,1,22
391,0x450b,VADRES11DEL01,27,4.5,3,0,1,2,3,1,1,3,27
392,0x4854,MUMRES04DEL01,25,4.9,4,2,1,2,4,1,1,3,20
393,0xc49,SURRES13DEL02,22,3.8,4,1,0,3,3,1,1,3,40
394,0x5824,COIMBRES07DEL02,22,5,3,1,0,1,3,1,1,1,35
395,0xa8b,BANGRES03DEL01,38,4.5,3,2,2,3,4,1,1,1,20
396,0x8935,MYSRES05DEL03,32,4.1,0,3,2,3,3,1,1,1,42
397,0x8f0b,SURRES16DEL01,31,4.7,4,3,1,2,4,1,1,1,18
398,0x3cb3,MUMRES16DEL02,24,4.7,1,3,2,3,2,1,1,1,32
399,0xc213,KOLRES12DEL02,35,3.8,6,3,1,0,3,1,1,1,33
400,0xcee7,KOCRES19DEL01,23,5,3,2,1,3,4,1,1,1,16
401,0x4506,BANGRES010DEL02,27,4.8,6,1,1,3,3,1,1,1,27
402,0xc1cc,LUDHRES11DEL03,39,4.1,6,1,0,3,3,3,1,2,49
403,0xc820,DEHRES04DEL01,32,4,1,1,2,2,2,1,1,1,42
404,0x31e2,BANGRES04DEL02,22,4.9,4,3,2,1,2,1,1,1,19
405,0x40ff,MUMRES01DEL01,36,4.7,2,2,2,0,2,1,1,1,29
406,0x5c39,MUMRES06DEL02,31,4.3,2,1,1,3,4,0,1,1,35
407,0xbcb4,COIMBRES19DEL02,24,4.9,2,0,2,3,4,1,1,3,21
408,0x8404,MUMRES16DEL01,21,4.7,3,2,1,0,3,1,1,1,19
409,0x33cf,JAPRES17DEL01,22,4.2,1,3,2,1,2,2,1,1,39
410,0xc1aa,BHPRES07DEL01,24,4.7,1,3,0,3,3,1,1,3,30
411,0x4fec,RANCHIRES20DEL02,34,5,4,2,1,0,4,1,1,1,29
413,0x3c9a,PUNERES19DEL01,28,4.5,6,1,0,0,3,1,1,1,28
414,0xe97,JAPRES04DEL01,37,4.9,1,0,0,3,3,1,1,1,26
415,0x59b7,SURRES16DEL02,36,4.8,4,3,1,2,3,1,1,3,19
416,0x7edb,BANGRES11DEL01,35,4.5,3,3,0,2,3,1,1,3,28
417,0xac13,RANCHIRES02DEL03,25,4.6,3,3,0,1,3,1,1,1,22
418,0x49cd,HYDRES03DEL03,23,4.8,6,1,1,2,4,0,1,3,19
419,0xa93,MUMRES18DEL01,39,4.8,3,2,0,1,3,1,1,4,20
420,0xdc24,ALHRES17DEL03,31,4.1,0,1,2,1,3,1,1,1,47
421,0xd601,LUDHRES12DEL02,37,4.7,0,1,0,3,3,1,1,1,27
422,0xb3ed,MYSRES07DEL01,31,4.2,3,3,2,1,4,0,1,1,32
423,0x5031,HYDRES19DEL03,29,4.7,6,1,0,3,3,1,1,3,20
424,0x125e,VADRES12DEL03,31,4.7,1,3,2,0,4,1,1,1,16
425,0x655c,MYSRES08DEL02,30,4.9,6,1,0,1,3,2,1,1,44
426,0x834a,PUNERES06DEL01,29,5,0,2,0,1,3,1,1,3,20
427,0x24e5,VADRES11DEL01,32,4.7,2,2,2,3,3,1,1,1,28
428,0xc03f,LUDHRES16DEL01,25,4.6,6,2,2,1,2,0,1,4,13
429,0x6abb,CHENRES010DEL02,35,4.7,1,2,0,2,3,1,1,1,26
430,0xc0c1,AURGRES17DEL02,26,4.9,0,1,0,2,3,2,1,1,42
431,0xc16,MUMRES02DEL02,23,4.6,4,1,1,0,4,0,1,3,12
432,0x9c22,CHENRES08DEL02,30,4.8,1,2,2,3,4,0,1,3,26
434,0x8aac,MYSRES06DEL02,23,4.6,1,1,1,0,4,1,1,1,39
435,0x7340,PUNERES09DEL02,32,5,0,3,2,2,4,1,1,1,17
436,0x7de9,HYDRES12DEL01,26,4.7,1,2,0,2,3,1,1,3,24
439,0x302f,BANGRES01DEL01,37,4.6,2,2,2,3,3,1,1,1,27
440,0x4f3f,PUNERES06DEL01,21,4.8,6,3,1,3,3,1,1,1,27
441,0x6b7d,VADRES02DEL03,33,4.5,2,1,1,1,4,0,1,1,27
442,0x2c99,MUMRES07DEL01,28,4.1,1,1,2,0,4,0,1,1,39
443,0x273b,MUMRES14DEL01,33,4.9,6,2,1,3,3,1,1,1,25
444,0x1e02,VADRES08DEL01,33,4.9,1,0,2,1,4,1,1,1,26
445,0x7599,PUNERES12DEL02,25,4.8,2,0,2,1,2,1,1,1,20
446,0x6148,INDORES18DEL03,31,4.9,4,1,2,0,4,0,1,1,17
448,0xaba1,SURRES19DEL02,31,5,3,2,2,3,3,1,1,1,25
449,0x1aa6,INDORES14DEL02,39,5,0,1,0,0,3,1,1,1,31
450,0xca61,AGRRES07DEL02,38,4.5,1,1,2,2,4,1,1,3,27
451,0x6586,MYSRES08DEL02,21,4.2,3,2,0,1,3,0,1,3,25
452,0x2724,MYSRES12DEL01,27,4.6,3,3,2,1,2,0,1,1,27
453,0x81d1,MUMRES16DEL01,38,5,2,0,0,2,3,1,1,1,33
454,0x6367,SURRES19DEL02,31,4.9,1,3,0,3,3,3,1,1,45
455,0x59c2,VADRES16DEL02,26,4.4,2,0,0,1,3,1,1,1,31
456,0x427e,BANGRES16DEL01,31,4.8,4,1,1,2,3,1,1,1,23
457,0x9510,MYSRES20DEL01,34,4.3,0,1,2,0,3,0,1,3,39
458,0xbb1,BANGRES03DEL01,20,4.1,0,3,2,3,2,1,1,1,36
459,0xb1b1,BANGRES14DEL02,37,4.6,6,2,0,3,3,1,1,3,26
460,0x93b4,PUNERES01DEL03,20,4.7,0,1,1,2,3,1,1,1,28
461,0x8ab3,SURRES09DEL01,21,4.5,0,2,0,3,3,1,1,1,17
462,0xdb46,ALHRES17DEL02,24,4.6,6,1,0,0,3,1,1,1,28
463,0x3d14,RANCHIRES11DEL03,37,4.8,0,2,0,2,3,1,1,1,29
464,0xe257,DEHRES04DEL01,23,4.8,4,2,0,2,3,0,1,1,17
465,0x96f5,COIMBRES02DEL03,26,4.8,3,1,2,1,4,0,1,3,18
466,0x2888,SURRES06DEL02,25,4.7,3,1,1,3,3,0,1,3,19
467,0xcf5e,KOCRES18DEL01,25,4.6,0,2,0,0,3,0,1,1,24
468,0xc20,VADRES01DEL03,24,5,3,1,1,2,4,0,1,3,19
469,0x1e04,CHENRES06DEL02,31,4,0,3,1,0,4,1,1,1,33
470,0x895f,HYDRES16DEL01,33,4.9,3,1,2,3,4,1,1,1,28
471,0x1bf4,JAPRES02DEL03,34,4.2,0,3,0,0,3,1,1,3,31
472,0x2ce2,CHENRES11DEL01,31,4.7,2,0,0,1,3,2,1,1,44
473,0x887f,COIMBRES13DEL03,37,4.7,1,1,2,3,2,1,1,3,27
474,0x1b86,MYSRES18DEL03,36,4.9,4,1,0,1,3,1,1,1,24
475,0xa2b2,INDORES09DEL03,21,4.9,3,3,1,0,3,1,1,1,27
476,0x593e,PUNERES02DEL01,34,4,1,3,2,0,4,1,1,1,37
477,0x181d,SURRES18DEL03,23,4.7,3,1,1,0,4,0,1,3,21
479,0x7e24,SURRES16DEL01,32,4.7,6,2,2,2,4,0,1,1,21
480,0x8286,BANGRES08DEL02,31,4.6,0,2,1,1,4,1,1,1,19
481,0x76b7,CHENRES08DEL02,38,4,1,3,1,0,3,1,1,1,34
482,0x887a,COIMBRES11DEL01,37,4.8,1,0,2,0,2,1,1,1,30
483,0xbcb9,MUMRES03DEL01,22,4.9,1,2,0,1,3,1,1,1,21
484,0x8876,RANCHIRES15DEL01,36,4.5,3,2,1,0,3,1,1,1,28
485,0xbe98,MUMRES06DEL01,28,4.9,2,3,2,3,2,1,1,1,23
486,0x3861,MYSRES20DEL03,37,4.9,0,2,0,0,3,1,1,1,29
488,0x3f3f,MUMRES17DEL01,28,4.8,0,2,1,3,4,1,1,1,18
489,0x6bb9,SURRES03DEL03,32,4.9,3,1,1,2,4,1,1,3,28
490,0xb17a,INDORES01DEL02,28,4.9,0,2,0,2,3,1,1,1,20
491,0x17d4,HYDRES01DEL01,34,4.4,1,1,1,1,4,0,1,1,49
492,0x4313,PUNERES03DEL01,25,5,2,0,2,2,3,1,1,1,27
493,0x3c06,MUMRES14DEL02,27,4.5,0,2,2,1,4,1,1,3,24
494,0x7182,SURRES02DEL03,34,4.8,1,2,0,2,3,1,1,1,21
495,0x4c0f,CHENRES14DEL03,37,5,0,1,2,1,3,1,1,1,25
496,0x21a3,HYDRES11DEL03,33,4.7,3,2,2,0,4,1,1,1,21
497,0x3c01,BANGRES20DEL01,32,4.5,4,0,1,2,3,0,1,3,20
498,0x1f07,JAPRES11DEL03,36,4.1,6,1,0,3,3,0,1,1,35
499,0xb05f,MUMRES13DEL03,21,4.9,3,2,2,2,2,0,1,1,16
500,0x6d7f,MYSRES010DEL03,30,3.2,4,2,0,1,3,1,1,1,31
501,0x44c1,MUMRES07DEL03,24,4.7,6,3,2,2,4,1,1,3,24
502,0x21e5,HYDRES06DEL02,36,4.9,3,2,1,1,4,1,1,1,29
503,0xcd9b,BHPRES18DEL01,25,5,3,3,2,2,2,1,1,1,20
504,0xb2ac,MYSRES18DEL02,24,5,2,2,2,0,4,0,1,1,11
505,0x7dc9,CHENRES05DEL03,33,4.6,1,1,0,0,3,1,1,3,29
506,0xc26d,KOLRES20DEL03,21,4.9,0,3,1,2,4,0,1,1,11
507,0x347b,RANCHIRES03DEL01,34,4.1,3,0,0,1,3,1,1,1,38
508,0x2492,INDORES09DEL01,27,4.9,3,2,0,0,3,1,1,1,21
509,0x6f92,HYDRES02DEL02,34,4.8,1,2,2,3,4,0,1,1,18
510,0xbbb2,COIMBRES12DEL01,29,4.9,4,1,0,2,3,1,1,1,24
512,0x2654,PUNERES03DEL02,37,4.3,1,1,1,0,4,1,1,1,35
513,0xd2ff,AGRRES16DEL01,38,4.4,3,3,2,0,2,2,1,1,38
514,0x1fbd,RANCHIRES02DEL03,39,4.7,4,3,0,2,3,1,1,1,24
515,0x328c,INDORES08DEL01,38,4.5,1,0,2,2,4,1,1,1,30
516,0x11a8,BANGRES08DEL02,34,4.7,6,1,1,2,4,0,1,3,29
517,0x1abe,MUMRES04DEL02,39,4.5,2,2,0,2,3,1,1,3,22
518,0x8a33,SURRES17DEL01,21,4.9,3,0,1,3,3,1,1,1,24
519,0xc57a,DEHRES05DEL02,37,4.2,1,1,1,3,3,1,1,1,45
520,0x4fa3,BANGRES19DEL02,35,4.8,6,3,1,2,3,1,1,1,30
521,0x3312,RANCHIRES01DEL01,34,5,1,0,0,3,3,1,1,1,29
522,0x6e24,COIMBRES11DEL01,25,4.3,0,1,2,2,3,1,1,1,34
523,0x82ac,BANGRES08DEL02,27,4.9,2,2,2,3,4,1,1,1,17
525,0xe1c3,GOARES03DEL03,29,4.8,4,1,1,1,4,0,1,1,14
526,0x1f54,INDORES15DEL03,30,3.6,3,3,2,2,4,1,1,4,32
527,0x2ff9,COIMBRES18DEL02,30,4,1,1,1,2,4,1,1,1,38
528,0xaa5c,MYSRES12DEL02,24,4.8,0,2,1,2,4,1,1,1,24
529,0xa4de,VADRES01DEL01,33,4.8,2,3,2,2,4,1,1,3,22
530,0x738b,PUNERES07DEL01,36,4.6,6,1,1,0,3,1,1,3,27
531,0xa3c5,CHENRES010DEL02,30,4.8,4,1,1,0,4,1,1,1,18
532,0x8f79,RANCHIRES20DEL02,29,4.5,6,1,1,2,4,1,1,1,15
533,0x28fe,MYSRES14DEL01,38,4.9,0,1,2,2,4,1,1,1,48
534,0x29f7,JAPRES08DEL02,26,4.8,1,2,2,3,2,0,1,3,14
535,0x64af,COIMBRES010DEL02,26,4.9,3,1,1,1,4,1,1,1,24
537,0x22ba,MYSRES010DEL02,26,4.9,2,2,2,0,2,0,1,4,17
538,0x6425,CHENRES11DEL02,37,4.7,3,2,1,1,3,0,1,3,25
539,0x739d,BANGRES03DEL01,39,4.2,2,3,0,1,3,1,1,1,47
540,0x387a,JAPRES15DEL01,21,4.5,2,0,1,2,3,1,1,1,29
541,0x9bd3,CHENRES17DEL01,23,4.5,2,3,2,0,4,1,1,1,17
542,0x81d9,MUMRES06DEL02,25,4.9,1,3,2,2,4,0,1,3,10
543,0x632e,CHENRES11DEL03,21,4.9,1,1,0,2,3,1,1,1,48
545,0x3ae1,MUMRES14DEL01,35,4.6,4,3,1,1,3,1,1,3,21
546,0x814a,RANCHIRES02DEL02,37,4.5,3,2,2,3,2,1,1,1,23
547,0x588d,COIMBRES18DEL03,20,4.6,1,2,2,1,2,1,1,1,23
548,0x9653,JAPRES02DEL03,33,4.9,1,2,0,3,3,1,1,1,24
549,0x1fa1,RANCHIRES13DEL02,24,4.6,1,0,0,1,3,0,1,1,27
550,0x4856,VADRES01DEL01,33,4.7,0,0,0,0,3,1,1,1,31
551,0xdfe2,AGRRES14DEL01,35,4.7,6,3,0,0,3,1,1,1,27
552,0xa036,PUNERES13DEL01,35,4.8,6,3,1,2,4,0,1,1,29
553,0x1907,RANCHIRES14DEL02,39,4.3,0,2,1,2,4,1,1,1,39
554,0xd14,BANGRES01DEL03,33,4.3,0,1,2,0,4,2,1,1,45
555,0x7383,MYSRES18DEL03,29,4.6,2,2,2,0,2,1,1,1,18
556,0x440c,COIMBRES05DEL03,36,4.2,1,1,1,2,4,1,1,1,34
557,0x72bc,VADRES02DEL01,30,4.7,0,0,0,0,3,0,1,3,28
559,0x7f22,PUNERES17DEL01,34,4.3,6,1,2,3,2,1,1,1,44
560,0x952a,SURRES15DEL03,33,4.6,4,1,0,3,3,0,1,1,26
561,0x2e61,PUNERES12DEL02,32,4.7,0,1,0,3,3,1,2,1,53
563,0xbbca,VADRES01DEL01,39,4.8,1,1,1,2,4,1,1,1,41
564,0xb239,BANGRES010DEL01,32,4.8,4,0,0,0,3,0,1,1,24
565,0x8b0c,INDORES15DEL01,33,4.9,0,0,2,0,3,2,1,1,34
566,0x3913,MUMRES02DEL02,37,4.9,0,1,0,1,3,1,1,1,26
567,0x3206,PUNERES14DEL01,30,4.7,1,2,0,0,3,1,1,1,27
568,0x90c1,MYSRES18DEL01,20,5,4,3,1,0,3,0,1,1,11
569,0x324c,BANGRES11DEL02,35,3.4,4,2,0,2,3,1,1,1,31
570,0x9d7d,MUMRES12DEL01,33,4.9,1,1,0,3,3,0,2,1,43
571,0xd14f,AURGRES17DEL02,31,4.8,6,1,0,0,3,1,1,1,47
572,0xc6c,RANCHIRES06DEL02,36,4.8,1,1,1,1,3,1,1,1,25
573,0x89c7,PUNERES03DEL02,34,4.7,3,0,1,3,3,1,1,1,27
575,0x2764,MYSRES14DEL03,26,4.8,3,1,1,2,4,1,1,3,19
576,0xd7c7,LUDHRES05DEL02,28,4.8,1,3,1,3,3,0,1,1,12
577,0x244d,CHENRES010DEL02,28,5,1,2,2,3,2,0,1,1,15
578,0x5ab9,COIMBRES17DEL03,21,4.6,4,3,0,1,3,1,1,3,24
579,0xd4f9,AGRRES12DEL02,35,4.1,2,3,2,1,2,1,1,1,32
580,0x8677,INDORES12DEL01,31,4.7,0,3,0,1,3,1,1,1,28
581,0x61f9,MYSRES15DEL02,33,4.7,4,1,1,1,4,1,1,1,19
582,0x7bcd,PUNERES16DEL02,29,4.7,0,2,1,0,4,1,1,1,14
583,0x7407,SURRES16DEL02,28,5,2,2,1,1,3,0,1,1,14
584,0x31be,SURRES17DEL03,29,4.9,0,1,2,0,2,1,1,1,32
585,0x7d6f,HYDRES04DEL01,37,4.9,0,0,0,1,3,1,1,1,33
586,0xc6c6,LUDHRES02DEL01,39,4.7,4,0,2,2,4,1,1,1,19
587,0xd020,AGRRES14DEL03,38,4.4,6,1,0,1,3,1,1,1,38
588,0x922c,MUMRES14DEL03,24,4.6,1,1,2,0,3,1,1,1,27
589,0x5114,JAPRES19DEL02,38,4.8,1,1,2,3,3,2,1,1,36
590,0x10be,BANGRES09DEL03,27,4.8,1,2,1,3,4,1,1,1,18
591,0x742a,COIMBRES08DEL01,32,4.7,1,2,0,1,3,1,1,1,26
592,0x1d09,BANGRES04DEL01,28,4.7,6,1,1,1,3,1,1,1,24
593,0x527d,RANCHIRES15DEL01,34,4.5,2,2,0,1,3,0,1,3,24
594,0x708d,RANCHIRES16DEL01,36,4.2,0,2,2,0,2,0,1,1,33
596,0xf18,JAPRES12DEL03,29,4.9,1,1,2,2,4,0,1,1,30
598,0x17b8,COIMBRES16DEL03,38,4.8,1,2,1,0,3,1,1,1,19
600,0x358f,SURRES07DEL01,23,4.6,6,1,0,3,3,1,1,1,30
601,0xe282,AGRRES12DEL03,34,4.2,3,3,0,2,3,1,1,1,37
602,0xca32,KOCRES13DEL01,22,4.8,6,3,2,3,4,1,1,1,21
603,0x35e8,MYSRES010DEL02,30,5,6,3,0,1,3,0,1,3,30
604,0x3140,RANCHIRES07DEL03,32,4.2,1,1,1,3,3,0,1,1,39
605,0x93b0,CHENRES15DEL03,26,5,3,3,1,2,4,0,1,1,26
606,0x8f94,CHENRES06DEL01,23,4.6,3,1,2,2,4,0,1,1,28
607,0xc19a,BHPRES17DEL02,34,3.8,6,1,2,2,4,0,1,1,44
608,0xa7a9,PUNERES05DEL03,23,4.6,3,1,1,0,3,1,1,3,15
609,0x6523,PUNERES04DEL03,22,4.6,1,2,2,3,2,1,1,1,19
610,0x6874,MYSRES17DEL02,28,4.6,2,1,2,2,4,0,1,1,27
611,0x43be,JAPRES11DEL02,38,4.8,3,2,2,1,2,0,1,3,22
612,0xc355,BHPRES20DEL01,39,4.1,6,3,1,1,4,0,1,1,38
613,0x5748,HYDRES010DEL03,26,4.7,4,3,0,2,3,1,1,3,15
615,0x4765,JAPRES16DEL03,23,4.5,3,1,1,1,4,1,1,1,19
616,0x6e1d,JAPRES16DEL01,25,4,2,1,0,0,3,1,1,4,31
617,0xb9fe,HYDRES17DEL02,37,4.6,0,2,0,0,3,1,1,1,25
619,0xa58a,PUNERES11DEL01,30,3.8,6,1,1,1,3,1,1,1,38
620,0xa0a6,CHENRES06DEL01,27,4.6,1,3,0,1,3,1,1,4,29
621,0x7d2d,MUMRES01DEL02,27,4.6,3,1,1,3,3,1,1,4,18
622,0x2bfb,BANGRES010DEL03,37,4.3,2,2,0,3,3,1,1,1,34
623,0xbf68,AURGRES04DEL03,39,4.9,0,1,0,1,3,1,1,1,25
624,0x52c2,COIMBRES01DEL03,22,4.6,0,2,2,1,3,0,1,3,10
625,0x7c97,COIMBRES03DEL02,24,2.8,4,2,2,0,4,1,1,1,42
626,0x56d4,RANCHIRES16DEL02,34,5,4,2,0,3,3,1,1,3,21
627,0x3127,PUNERES04DEL01,26,4.4,0,0,2,3,3,1,1,3,32
628,0xc82e,AGRRES11DEL02,32,4.2,6,2,0,3,3,0,1,1,33
629,0x82bc,COIMBRES010DEL03,39,5,6,2,2,1,4,0,1,1,28
630,0xab9f,BANGRES06DEL02,25,4.8,2,3,2,3,4,1,1,3,24
631,0x9a76,CHENRES19DEL03,24,4.7,2,1,2,1,4,1,1,1,21
632,0x8361,COIMBRES05DEL01,22,4.1,0,3,1,0,4,1,1,1,33
633,0xcb46,KNPRES19DEL02,24,4.3,1,1,1,1,3,1,1,1,40
634,0xd78c,GOARES01DEL02,20,4.9,1,2,1,0,3,1,1,1,16
635,0x7cfe,MUMRES19DEL02,39,4.8,0,1,0,2,3,0,1,3,27
636,0x4f5a,VADRES12DEL02,36,5,0,2,1,1,3,1,1,3,16
637,0x8984,MUMRES17DEL02,26,4.7,3,2,0,0,3,1,1,1,18
638,0x1d75,COIMBRES010DEL01,27,4.3,3,2,0,0,3,1,1,3,20
640,0xce29,AGRRES16DEL02,21,4.9,3,3,0,3,3,0,1,1,23
641,0x396d,RANCHIRES13DEL02,35,4.6,0,1,2,3,4,3,2,3,47
642,0xb01e,SURRES09DEL01,31,4.6,0,1,2,3,4,1,1,1,42
643,0x3880,PUNERES06DEL03,24,4.9,0,1,2,0,4,1,1,3,21
645,0x5a9e,VADRES19DEL02,21,4.8,6,2,2,0,2,0,1,3,14
646,0x8d3a,SURRES01DEL02,34,4.1,2,1,0,2,3,1,1,1,46
647,0xbb94,PUNERES12DEL02,21,4.3,4,1,0,3,3,0,2,1,52
648,0x217d,RANCHIRES19DEL03,36,4.4,0,2,2,2,3,0,1,1,36
649,0x7c86,INDORES01DEL01,29,4.7,0,1,0,1,3,0,1,1,48
650,0x45cd,HYDRES03DEL01,39,4.6,6,2,2,3,3,1,1,1,26
651,0xe27d,LUDHRES09DEL02,32,4,0,1,2,3,4,1,1,3,46
652,0x5a2b,INDORES11DEL01,35,5,0,2,2,1,4,0,1,4,15
653,0x274a,SURRES19DEL01,35,4,6,1,0,2,3,0,1,1,50
654,0xb9e,JAPRES010DEL01,35,4.7,0,1,1,3,4,1,1,1,41
655,0xd006,DEHRES14DEL02,28,4.6,3,1,1,3,3,0,1,4,11
656,0xa03f,HYDRES07DEL01,26,4.5,4,0,0,0,3,1,1,1,40
657,0xb48a,VADRES09DEL03,25,4.8,0,1,1,3,4,0,1,1,32
658,0xa07e,MUMRES02DEL01,25,4.2,1,1,2,3,3,1,1,1,43
660,0x734b,MYSRES13DEL01,27,5,6,1,1,3,4,0,1,1,25
661,0xca87,KOLRES010DEL01,25,4.8,3,0,2,2,3,0,1,1,20
662,0x89dc,MYSRES08DEL03,33,4.5,6,3,1,0,3,0,1,3,21
663,0x54f0,CHENRES03DEL02,26,4.6,2,3,2,3,4,1,1,1,23
664,0xccbc,GOARES17DEL01,32,4.1,3,1,0,1,3,1,1,3,38
665,0x84ef,PUNERES18DEL01,38,4.1,6,3,2,0,4,1,1,1,39
667,0x689e,HYDRES05DEL03,23,4.8,4,1,1,1,3,1,1,1,18
668,0x4622,VADRES02DEL01,29,5,3,0,0,1,3,1,1,1,29
669,0x5c2c,JAPRES18DEL01,25,4.5,1,2,2,1,4,1,1,1,27
670,0x7f3c,MYSRES15DEL01,38,4.8,6,0,1,2,3,1,1,1,30
672,0x5e51,COIMBRES01DEL02,30,4.7,3,2,2,3,4,1,1,1,27
673,0xa05,CHENRES08DEL02,37,4.1,2,3,2,3,4,2,1,1,32
675,0xd76b,BHPRES04DEL02,34,4.4,3,0,1,0,4,1,1,1,31
676,0x93b1,BANGRES010DEL02,29,4.5,6,3,2,3,2,1,1,1,26
677,0xad61,MUMRES05DEL02,28,4.7,2,2,1,1,3,1,1,1,16
678,0x8d9e,COIMBRES06DEL01,29,4.6,4,1,2,1,2,1,1,1,15
679,0xba19,BANGRES010DEL01,20,5,0,1,2,2,3,1,1,3,30
680,0xa862,INDORES07DEL01,38,4.8,1,1,2,1,4,2,1,1,40
681,0x8a73,CHENRES010DEL03,32,4.6,0,3,1,2,4,1,1,1,15
682,0x4a70,CHENRES15DEL03,24,4.7,6,2,2,0,4,1,1,1,17
683,0x6684,VADRES08DEL02,30,4.5,2,2,0,1,3,1,1,1,20
685,0x89a6,BANGRES02DEL01,23,5,3,3,0,2,3,1,1,1,16
686,0x21b3,RANCHIRES19DEL01,20,4.8,4,2,0,1,3,0,1,1,24
687,0xa9a1,MUMRES08DEL01,26,3.9,4,0,0,0,3,1,2,3,49
688,0x28e5,VADRES19DEL01,20,4.9,4,0,2,0,2,1,1,1,17
689,0xc3c5,BHPRES03DEL03,36,4.6,2,3,2,0,2,1,1,1,31
690,0x2cf4,MUMRES06DEL02,39,4.9,4,1,0,0,3,1,1,1,23
691,0x7642,JAPRES11DEL01,38,4.9,4,2,1,0,3,0,1,1,19
